no_attrib,pre_process,test_size,activation,optimiser,no_epochs,batch_size,loss
3,scaled,0.3,sigmoid,nadam,100,10,26.27335684
4,scaled,0.3,sigmoid,nadam,100,10,26.39740989
5,scaled,0.3,sigmoid,nadam,100,10,25.92611654
6,scaled,0.3,sigmoid,nadam,100,10,24.62986986
7,scaled,0.3,sigmoid,nadam,100,10,25.41065788
8,scaled,0.3,sigmoid,nadam,100,10,22.78409097
9,scaled,0.3,sigmoid,nadam,100,10,23.11163543
10,scaled,0.3,sigmoid,nadam,100,10,21.81266639
11,scaled,0.3,sigmoid,nadam,100,10,22.46276153
12,scaled,0.3,sigmoid,nadam,100,10,19.76420666
1,scaled,0.3,exponential,nadam,100,10,25.73856916
2,scaled,0.3,exponential,nadam,100,10,26.58104972
3,scaled,0.3,exponential,nadam,100,10,22.7855064
4,scaled,0.3,exponential,nadam,100,10,20.9695093
5,scaled,0.3,exponential,nadam,100,10,18.42797164
6,scaled,0.3,exponential,nadam,100,10,16.72113557
7,scaled,0.3,exponential,nadam,100,10,22.83420038
8,scaled,0.3,exponential,nadam,100,10,30.34830821
9,scaled,0.3,exponential,nadam,100,10,18.07593531
10,scaled,0.3,exponential,nadam,100,10,16.7958552
11,scaled,0.3,exponential,nadam,100,10,35.16921284
12,scaled,0.3,exponential,nadam,100,10,13.64663307
1,scaled,0.3,elu,nadam,100,10,27.61334128
2,scaled,0.3,elu,nadam,100,10,26.08152129
3,scaled,0.3,elu,nadam,100,10,22.13141572
4,scaled,0.3,elu,nadam,100,10,22.48530333
5,scaled,0.3,elu,nadam,100,10,24.34077353
6,scaled,0.3,elu,nadam,100,10,18.83863863
7,scaled,0.3,elu,nadam,100,10,18.59404799
8,scaled,0.3,elu,nadam,100,10,18.31474101
9,scaled,0.3,elu,nadam,100,10,15.24234149
10,scaled,0.3,elu,nadam,100,10,15.69394024
11,scaled,0.3,elu,nadam,100,10,16.34294164
12,scaled,0.3,elu,nadam,100,10,13.9055804
1,scaled,0.3,linear,nadam,100,10,31.77230594
2,scaled,0.3,linear,nadam,100,10,34.69268076
3,scaled,0.3,linear,nadam,100,10,31.79618775
4,scaled,0.3,linear,nadam,100,10,31.37662802
5,scaled,0.3,linear,nadam,100,10,32.11637211
6,scaled,0.3,linear,nadam,100,10,31.79007319
7,scaled,0.3,linear,nadam,100,10,31.39897111
8,scaled,0.3,linear,nadam,100,10,29.96533522
9,scaled,0.3,linear,nadam,100,10,29.46333689
10,scaled,0.3,linear,nadam,100,10,29.67038034
11,scaled,0.3,linear,nadam,100,10,29.0893384
12,scaled,0.3,linear,nadam,100,10,26.50063163
1,whitened,0.3,relu,sgd,100,10,25.19063217
2,whitened,0.3,relu,sgd,100,10,25.01805812
3,whitened,0.3,relu,sgd,100,10,32.72415874
4,whitened,0.3,relu,sgd,100,10,22.43127863
5,whitened,0.3,relu,sgd,100,10,26.66309874
6,whitened,0.3,relu,sgd,100,10,18.30205355
7,whitened,0.3,relu,sgd,100,10,13.6950393
8,whitened,0.3,relu,sgd,100,10,19.43307435
9,whitened,0.3,relu,sgd,100,10,17.72799826
10,whitened,0.3,relu,sgd,100,10,17.41141523
11,whitened,0.3,relu,sgd,100,10,27.68520767
12,whitened,0.3,relu,sgd,100,10,13.43454665
1,whitened,0.3,tanh,sgd,100,10,29.50390073
2,whitened,0.3,tanh,sgd,100,10,24.75270823
3,whitened,0.3,tanh,sgd,100,10,19.66313094
4,whitened,0.3,tanh,sgd,100,10,21.45403586
5,whitened,0.3,tanh,sgd,100,10,15.60364756
6,whitened,0.3,tanh,sgd,100,10,14.02450952
7,whitened,0.3,tanh,sgd,100,10,17.37936534
8,whitened,0.3,tanh,sgd,100,10,15.51578238
9,whitened,0.3,tanh,sgd,100,10,16.67200455
10,whitened,0.3,tanh,sgd,100,10,14.9005386
11,whitened,0.3,tanh,sgd,100,10,21.55941075
12,whitened,0.3,tanh,sgd,100,10,15.29356901
1,whitened,0.3,sigmoid,sgd,100,10,24.33462183
2,whitened,0.3,sigmoid,sgd,100,10,24.54296634
3,whitened,0.3,sigmoid,sgd,100,10,23.32928462
4,whitened,0.3,sigmoid,sgd,100,10,19.70224142
5,whitened,0.3,sigmoid,sgd,100,10,16.22827964
6,whitened,0.3,sigmoid,sgd,100,10,14.91319482
7,whitened,0.3,sigmoid,sgd,100,10,15.2779999
8,whitened,0.3,sigmoid,sgd,100,10,15.43741954
9,whitened,0.3,sigmoid,sgd,100,10,15.55974903
10,whitened,0.3,sigmoid,sgd,100,10,15.01234504
11,whitened,0.3,sigmoid,sgd,100,10,15.68568388
12,whitened,0.3,sigmoid,sgd,100,10,11.55858956
1,whitened,0.3,exponential,sgd,100,10,27.88146471
2,whitened,0.3,exponential,sgd,100,10,
3,whitened,0.3,exponential,sgd,100,10,
4,whitened,0.3,exponential,sgd,100,10,
5,whitened,0.3,exponential,sgd,100,10,
6,whitened,0.3,exponential,sgd,100,10,
7,whitened,0.3,exponential,sgd,100,10,
8,whitened,0.3,exponential,sgd,100,10,
9,whitened,0.3,exponential,sgd,100,10,
10,whitened,0.3,exponential,sgd,100,10,
11,whitened,0.3,exponential,sgd,100,10,
12,whitened,0.3,exponential,sgd,100,10,
1,whitened,0.3,elu,sgd,100,10,24.67442241
2,whitened,0.3,elu,sgd,100,10,29.12755414
3,whitened,0.3,elu,sgd,100,10,22.36243459
4,whitened,0.3,elu,sgd,100,10,18.39697938
5,whitened,0.3,elu,sgd,100,10,13.01248914
6,whitened,0.3,elu,sgd,100,10,22.60850113
7,whitened,0.3,elu,sgd,100,10,18.84354933
8,whitened,0.3,elu,sgd,100,10,16.70550931
9,whitened,0.3,elu,sgd,100,10,17.91440703
10,whitened,0.3,elu,sgd,100,10,12.49591855
11,whitened,0.3,elu,sgd,100,10,47.24954846
12,whitened,0.3,elu,sgd,100,10,16.62550936
1,whitened,0.3,linear,sgd,100,10,30.62194754
2,whitened,0.3,linear,sgd,100,10,32.07873063
3,whitened,0.3,linear,sgd,100,10,36.96206509
4,whitened,0.3,linear,sgd,100,10,31.90718676
5,whitened,0.3,linear,sgd,100,10,42.64364795
6,whitened,0.3,linear,sgd,100,10,36.1152668
7,whitened,0.3,linear,sgd,100,10,32.81497107
8,whitened,0.3,linear,sgd,100,10,34.37590669
9,whitened,0.3,linear,sgd,100,10,43.27096036
10,whitened,0.3,linear,sgd,100,10,34.03129683
11,whitened,0.3,linear,sgd,100,10,52.42756111
12,whitened,0.3,linear,sgd,100,10,29.31074326
1,whitened,0.3,relu,sgd,100,10,27.71025116
2,whitened,0.3,relu,sgd,100,10,24.99965582
3,whitened,0.3,relu,sgd,100,10,26.72012244
4,whitened,0.3,relu,sgd,100,10,23.37497952
5,whitened,0.3,relu,sgd,100,10,17.0844128
6,whitened,0.3,relu,sgd,100,10,16.20854358
7,whitened,0.3,relu,sgd,100,10,15.83223689
8,whitened,0.3,relu,sgd,100,10,22.0030232
9,whitened,0.3,relu,sgd,100,10,27.01433041
10,whitened,0.3,relu,sgd,100,10,17.9281831
11,whitened,0.3,relu,sgd,100,10,17.55523857
12,whitened,0.3,relu,sgd,100,10,17.49607528
1,whitened,0.3,tanh,sgd,100,10,23.71939719
2,whitened,0.3,tanh,sgd,100,10,24.57928422
3,whitened,0.3,tanh,sgd,100,10,19.59596907
4,whitened,0.3,tanh,sgd,100,10,20.02601809
5,whitened,0.3,tanh,sgd,100,10,16.05544974
6,whitened,0.3,tanh,sgd,100,10,16.25013934
7,whitened,0.3,tanh,sgd,100,10,12.15079114
8,whitened,0.3,tanh,sgd,100,10,13.48739885
9,whitened,0.3,tanh,sgd,100,10,12.35527902
10,whitened,0.3,tanh,sgd,100,10,14.43009216
11,whitened,0.3,tanh,sgd,100,10,13.83677849
12,whitened,0.3,tanh,sgd,100,10,18.568158
1,whitened,0.3,sigmoid,sgd,100,10,28.79799722
2,whitened,0.3,sigmoid,sgd,100,10,23.97529687
3,whitened,0.3,sigmoid,sgd,100,10,22.64436945
4,whitened,0.3,sigmoid,sgd,100,10,18.98612396
5,whitened,0.3,sigmoid,sgd,100,10,15.47318556
6,whitened,0.3,sigmoid,sgd,100,10,15.12615573
7,whitened,0.3,sigmoid,sgd,100,10,14.73271613
8,whitened,0.3,sigmoid,sgd,100,10,13.79980041
9,whitened,0.3,sigmoid,sgd,100,10,16.67231286
10,whitened,0.3,sigmoid,sgd,100,10,14.71330585
11,whitened,0.3,sigmoid,sgd,100,10,14.41301911
12,whitened,0.3,sigmoid,sgd,100,10,16.01691339
1,whitened,0.3,exponential,sgd,100,10,25.08497158
2,whitened,0.3,exponential,sgd,100,10,
3,whitened,0.3,exponential,sgd,100,10,
4,whitened,0.3,exponential,sgd,100,10,
5,whitened,0.3,exponential,sgd,100,10,
6,whitened,0.3,exponential,sgd,100,10,
7,whitened,0.3,exponential,sgd,100,10,
8,whitened,0.3,exponential,sgd,100,10,
9,whitened,0.3,exponential,sgd,100,10,
10,whitened,0.3,exponential,sgd,100,10,
11,whitened,0.3,exponential,sgd,100,10,
12,whitened,0.3,exponential,sgd,100,10,
1,whitened,0.3,elu,sgd,100,10,23.45895837
2,whitened,0.3,elu,sgd,100,10,23.10416247
3,whitened,0.3,elu,sgd,100,10,23.73254144
4,whitened,0.3,elu,sgd,100,10,25.63385612
5,whitened,0.3,elu,sgd,100,10,15.92613592
6,whitened,0.3,elu,sgd,100,10,26.42077893
7,whitened,0.3,elu,sgd,100,10,15.91187595
8,whitened,0.3,elu,sgd,100,10,14.0210103
9,whitened,0.3,elu,sgd,100,10,28.89351373
10,whitened,0.3,elu,sgd,100,10,19.5091091
11,whitened,0.3,elu,sgd,100,10,15.2228516
12,whitened,0.3,elu,sgd,100,10,13.42644486
1,whitened,0.3,linear,sgd,100,10,33.36956386
2,whitened,0.3,linear,sgd,100,10,52.29162457
3,whitened,0.3,linear,sgd,100,10,50.59363034
4,whitened,0.3,linear,sgd,100,10,29.72993263
5,whitened,0.3,linear,sgd,100,10,54.18266035
6,whitened,0.3,linear,sgd,100,10,37.02615467
7,whitened,0.3,linear,sgd,100,10,36.8752329
8,whitened,0.3,linear,sgd,100,10,29.54640429
9,whitened,0.3,linear,sgd,100,10,28.40749454
10,whitened,0.3,linear,sgd,100,10,30.08793198
11,whitened,0.3,linear,sgd,100,10,91.06903438
12,whitened,0.3,linear,sgd,100,10,31.34414121
1,whitened,0.3,relu,sgd,100,10,62.21326085
2,whitened,0.3,relu,sgd,100,10,34.39142227
3,whitened,0.3,relu,sgd,100,10,22.2774618
4,whitened,0.3,relu,sgd,100,10,19.33529668
5,whitened,0.3,relu,sgd,100,10,17.31374372
6,whitened,0.3,relu,sgd,100,10,14.30425925
7,whitened,0.3,relu,sgd,100,10,18.28825685
8,whitened,0.3,relu,sgd,100,10,19.32600267
9,whitened,0.3,relu,sgd,100,10,15.58098585
10,whitened,0.3,relu,sgd,100,10,32.204422
11,whitened,0.3,relu,sgd,100,10,20.26304386
12,whitened,0.3,relu,sgd,100,10,16.10260248
1,whitened,0.3,tanh,sgd,100,10,23.98961208
2,whitened,0.3,tanh,sgd,100,10,24.98744488
3,whitened,0.3,tanh,sgd,100,10,20.0841917
4,whitened,0.3,tanh,sgd,100,10,20.5474124
5,whitened,0.3,tanh,sgd,100,10,18.00873263
6,whitened,0.3,tanh,sgd,100,10,14.41515074
7,whitened,0.3,tanh,sgd,100,10,11.33112513
8,whitened,0.3,tanh,sgd,100,10,13.82269932
9,whitened,0.3,tanh,sgd,100,10,15.26896743
10,whitened,0.3,tanh,sgd,100,10,14.87038276
11,whitened,0.3,tanh,sgd,100,10,16.1750805
12,whitened,0.3,tanh,sgd,100,10,17.67870326
1,whitened,0.3,sigmoid,sgd,100,10,25.11048046
2,whitened,0.3,sigmoid,sgd,100,10,24.005659
3,whitened,0.3,sigmoid,sgd,100,10,21.56913112
4,whitened,0.3,sigmoid,sgd,100,10,20.00096381
5,whitened,0.3,sigmoid,sgd,100,10,15.68199005
6,whitened,0.3,sigmoid,sgd,100,10,15.27672424
7,whitened,0.3,sigmoid,sgd,100,10,15.26354506
8,whitened,0.3,sigmoid,sgd,100,10,13.89169901
9,whitened,0.3,sigmoid,sgd,100,10,15.45662601
10,whitened,0.3,sigmoid,sgd,100,10,16.24770313
11,whitened,0.3,sigmoid,sgd,100,10,15.89524821
12,whitened,0.3,sigmoid,sgd,100,10,11.10225795
1,whitened,0.3,exponential,sgd,100,10,25.23882153
2,whitened,0.3,exponential,sgd,100,10,
3,whitened,0.3,exponential,sgd,100,10,
4,whitened,0.3,exponential,sgd,100,10,
5,whitened,0.3,exponential,sgd,100,10,
6,whitened,0.3,exponential,sgd,100,10,
7,whitened,0.3,exponential,sgd,100,10,
8,whitened,0.3,exponential,sgd,100,10,
9,whitened,0.3,exponential,sgd,100,10,
10,whitened,0.3,exponential,sgd,100,10,
11,whitened,0.3,exponential,sgd,100,10,
12,whitened,0.3,exponential,sgd,100,10,
1,whitened,0.3,elu,sgd,100,10,30.12390217
2,whitened,0.3,elu,sgd,100,10,22.92433428
3,whitened,0.3,elu,sgd,100,10,21.8911768
4,whitened,0.3,elu,sgd,100,10,20.66477404
5,whitened,0.3,elu,sgd,100,10,15.03505478
6,whitened,0.3,elu,sgd,100,10,14.71593546
7,whitened,0.3,elu,sgd,100,10,13.58569705
8,whitened,0.3,elu,sgd,100,10,15.512926
9,whitened,0.3,elu,sgd,100,10,19.17740149
10,whitened,0.3,elu,sgd,100,10,17.82326912
11,whitened,0.3,elu,sgd,100,10,15.72961448
12,whitened,0.3,elu,sgd,100,10,14.79909207
1,whitened,0.3,linear,sgd,100,10,32.56759493
2,whitened,0.3,linear,sgd,100,10,67.50617258
3,whitened,0.3,linear,sgd,100,10,31.08924088
4,whitened,0.3,linear,sgd,100,10,57.56987321
5,whitened,0.3,linear,sgd,100,10,31.53114339
6,whitened,0.3,linear,sgd,100,10,28.32057396
7,whitened,0.3,linear,sgd,100,10,30.66750843
8,whitened,0.3,linear,sgd,100,10,35.10085859
9,whitened,0.3,linear,sgd,100,10,34.71703078
10,whitened,0.3,linear,sgd,100,10,28.0561341
11,whitened,0.3,linear,sgd,100,10,30.31214157
12,whitened,0.3,linear,sgd,100,10,23.88525207
1,whitened,0.3,relu,adam,100,10,27.24339661
2,whitened,0.3,relu,adam,100,10,27.13126459
3,whitened,0.3,relu,adam,100,10,23.17805928
4,whitened,0.3,relu,adam,100,10,21.2562628
5,whitened,0.3,relu,adam,100,10,19.29987523
6,whitened,0.3,relu,adam,100,10,19.08535849
7,whitened,0.3,relu,adam,100,10,19.6017054
8,whitened,0.3,relu,adam,100,10,21.21539502
9,whitened,0.3,relu,adam,100,10,19.92995734
10,whitened,0.3,relu,adam,100,10,19.68751729
11,whitened,0.3,relu,adam,100,10,24.88440039
12,whitened,0.3,relu,adam,100,10,18.68808114
1,whitened,0.3,tanh,adam,100,10,33.62295291
2,whitened,0.3,tanh,adam,100,10,35.58139279
3,whitened,0.3,tanh,adam,100,10,32.22797098
4,whitened,0.3,tanh,adam,100,10,31.59604238
5,whitened,0.3,tanh,adam,100,10,28.9196958
6,whitened,0.3,tanh,adam,100,10,28.48722117
7,whitened,0.3,tanh,adam,100,10,26.21386608
8,whitened,0.3,tanh,adam,100,10,24.03164015
9,whitened,0.3,tanh,adam,100,10,24.35597831
10,whitened,0.3,tanh,adam,100,10,25.0917384
11,whitened,0.3,tanh,adam,100,10,24.00848103
12,whitened,0.3,tanh,adam,100,10,23.37040364
1,whitened,0.3,sigmoid,adam,100,10,35.96150318
2,whitened,0.3,sigmoid,adam,100,10,34.20575303
3,whitened,0.3,sigmoid,adam,100,10,32.51408903
4,whitened,0.3,sigmoid,adam,100,10,33.01249996
5,whitened,0.3,sigmoid,adam,100,10,32.86475016
6,whitened,0.3,sigmoid,adam,100,10,32.3221166
7,whitened,0.3,sigmoid,adam,100,10,31.4373567
8,whitened,0.3,sigmoid,adam,100,10,31.12961508
9,whitened,0.3,sigmoid,adam,100,10,29.78695879
10,whitened,0.3,sigmoid,adam,100,10,30.0038014
11,whitened,0.3,sigmoid,adam,100,10,29.74898092
12,whitened,0.3,sigmoid,adam,100,10,27.41695931
1,whitened,0.3,exponential,adam,100,10,25.97375528
2,whitened,0.3,exponential,adam,100,10,26.99301815
3,whitened,0.3,exponential,adam,100,10,24.90705525
4,whitened,0.3,exponential,adam,100,10,28.59945232
5,whitened,0.3,exponential,adam,100,10,22.3354645
6,whitened,0.3,exponential,adam,100,10,19.88248486
7,whitened,0.3,exponential,adam,100,10,34.8467815
8,whitened,0.3,exponential,adam,100,10,43.63531364
9,whitened,0.3,exponential,adam,100,10,20.26917417
10,whitened,0.3,exponential,adam,100,10,24.06399777
11,whitened,0.3,exponential,adam,100,10,35.54795717
12,whitened,0.3,exponential,adam,100,10,22.63672041
1,whitened,0.3,elu,adam,100,10,28.33833895
2,whitened,0.3,elu,adam,100,10,29.75293114
3,whitened,0.3,elu,adam,100,10,25.06515759
4,whitened,0.3,elu,adam,100,10,22.70499807
5,whitened,0.3,elu,adam,100,10,22.82368705
6,whitened,0.3,elu,adam,100,10,19.75044803
7,whitened,0.3,elu,adam,100,10,24.48027016
8,whitened,0.3,elu,adam,100,10,21.19863232
9,whitened,0.3,elu,adam,100,10,20.42640756
10,whitened,0.3,elu,adam,100,10,21.129595
11,whitened,0.3,elu,adam,100,10,20.10865585
12,whitened,0.3,elu,adam,100,10,20.02791211
1,whitened,0.3,linear,adam,100,10,31.90933107
2,whitened,0.3,linear,adam,100,10,34.62907641
3,whitened,0.3,linear,adam,100,10,31.45794964
4,whitened,0.3,linear,adam,100,10,31.57274753
5,whitened,0.3,linear,adam,100,10,31.99986367
6,whitened,0.3,linear,adam,100,10,31.42607634
7,whitened,0.3,linear,adam,100,10,31.45995717
8,whitened,0.3,linear,adam,100,10,29.90039788
9,whitened,0.3,linear,adam,100,10,28.9447283
10,whitened,0.3,linear,adam,100,10,28.99321421
11,whitened,0.3,linear,adam,100,10,29.46494524
12,whitened,0.3,linear,adam,100,10,25.80648252
1,whitened,0.3,relu,adam,100,10,27.08762114
2,whitened,0.3,relu,adam,100,10,26.61877562
3,whitened,0.3,relu,adam,100,10,24.34361252
4,whitened,0.3,relu,adam,100,10,23.9881963
5,whitened,0.3,relu,adam,100,10,22.67154392
6,whitened,0.3,relu,adam,100,10,19.82921894
7,whitened,0.3,relu,adam,100,10,23.09648835
8,whitened,0.3,relu,adam,100,10,21.33249536
9,whitened,0.3,relu,adam,100,10,20.84121441
10,whitened,0.3,relu,adam,100,10,19.72294561
11,whitened,0.3,relu,adam,100,10,24.03575014
12,whitened,0.3,relu,adam,100,10,17.95131796
1,whitened,0.3,tanh,adam,100,10,33.57366381
2,whitened,0.3,tanh,adam,100,10,34.83955263
3,whitened,0.3,tanh,adam,100,10,31.0842379
4,whitened,0.3,tanh,adam,100,10,31.88273621
5,whitened,0.3,tanh,adam,100,10,30.67528499
6,whitened,0.3,tanh,adam,100,10,27.89765684
7,whitened,0.3,tanh,adam,100,10,28.1053118
8,whitened,0.3,tanh,adam,100,10,26.42975948
9,whitened,0.3,tanh,adam,100,10,25.71516845
10,whitened,0.3,tanh,adam,100,10,23.82173398
11,whitened,0.3,tanh,adam,100,10,24.9049519
12,whitened,0.3,tanh,adam,100,10,23.85059322
1,whitened,0.3,sigmoid,adam,100,10,35.79075311
2,whitened,0.3,sigmoid,adam,100,10,33.86996319
3,whitened,0.3,sigmoid,adam,100,10,32.701711
4,whitened,0.3,sigmoid,adam,100,10,32.66823533
5,whitened,0.3,sigmoid,adam,100,10,32.6088293
6,whitened,0.3,sigmoid,adam,100,10,32.11174272
7,whitened,0.3,sigmoid,adam,100,10,31.96450128
8,whitened,0.3,sigmoid,adam,100,10,30.96242388
9,whitened,0.3,sigmoid,adam,100,10,29.76881589
10,whitened,0.3,sigmoid,adam,100,10,29.21144827
11,whitened,0.3,sigmoid,adam,100,10,29.36379543
12,whitened,0.3,sigmoid,adam,100,10,28.06754619
1,whitened,0.3,exponential,adam,100,10,25.9551756
2,whitened,0.3,exponential,adam,100,10,26.42441323
3,whitened,0.3,exponential,adam,100,10,25.10488922
4,whitened,0.3,exponential,adam,100,10,21.60653656
5,whitened,0.3,exponential,adam,100,10,19.77969067
6,whitened,0.3,exponential,adam,100,10,22.36534691
7,whitened,0.3,exponential,adam,100,10,26.53506628
8,whitened,0.3,exponential,adam,100,10,24.2568319
9,whitened,0.3,exponential,adam,100,10,51.9466893
10,whitened,0.3,exponential,adam,100,10,51.53545821
11,whitened,0.3,exponential,adam,100,10,51.19631075
12,whitened,0.3,exponential,adam,100,10,23.38674003
1,whitened,0.3,elu,adam,100,10,28.86979851
2,whitened,0.3,elu,adam,100,10,28.13318559
3,whitened,0.3,elu,adam,100,10,25.15851513
4,whitened,0.3,elu,adam,100,10,24.34463732
5,whitened,0.3,elu,adam,100,10,24.72727459
6,whitened,0.3,elu,adam,100,10,23.7458071
7,whitened,0.3,elu,adam,100,10,20.821909
8,whitened,0.3,elu,adam,100,10,21.88005257
9,whitened,0.3,elu,adam,100,10,21.13854044
10,whitened,0.3,elu,adam,100,10,19.59764187
11,whitened,0.3,elu,adam,100,10,22.91418658
12,whitened,0.3,elu,adam,100,10,18.40105087
1,whitened,0.3,linear,adam,100,10,32.01518932
2,whitened,0.3,linear,adam,100,10,34.92543943
3,whitened,0.3,linear,adam,100,10,31.31897289
4,whitened,0.3,linear,adam,100,10,31.22531188
5,whitened,0.3,linear,adam,100,10,32.25111133
6,whitened,0.3,linear,adam,100,10,31.79835355
7,whitened,0.3,linear,adam,100,10,31.92283354
8,whitened,0.3,linear,adam,100,10,30.22707063
9,whitened,0.3,linear,adam,100,10,29.62116738
10,whitened,0.3,linear,adam,100,10,29.43999115
11,whitened,0.3,linear,adam,100,10,29.28969669
12,whitened,0.3,linear,adam,100,10,26.59472977
1,whitened,0.3,relu,adam,100,10,27.16340175
2,whitened,0.3,relu,adam,100,10,25.46171163
3,whitened,0.3,relu,adam,100,10,24.94998194
4,whitened,0.3,relu,adam,100,10,25.59865244
5,whitened,0.3,relu,adam,100,10,19.15849518
6,whitened,0.3,relu,adam,100,10,22.64152058
7,whitened,0.3,relu,adam,100,10,23.92376064
8,whitened,0.3,relu,adam,100,10,23.91534901
9,whitened,0.3,relu,adam,100,10,22.8394878
10,whitened,0.3,relu,adam,100,10,19.59257239
11,whitened,0.3,relu,adam,100,10,23.60706071
12,whitened,0.3,relu,adam,100,10,19.39868809
1,whitened,0.3,tanh,adam,100,10,33.49034028
2,whitened,0.3,tanh,adam,100,10,35.23524746
3,whitened,0.3,tanh,adam,100,10,30.17367739
4,whitened,0.3,tanh,adam,100,10,31.93162396
5,whitened,0.3,tanh,adam,100,10,29.19942479
6,whitened,0.3,tanh,adam,100,10,28.86266894
7,whitened,0.3,tanh,adam,100,10,28.89707159
8,whitened,0.3,tanh,adam,100,10,25.2404085
9,whitened,0.3,tanh,adam,100,10,23.52756631
10,whitened,0.3,tanh,adam,100,10,23.54697172
11,whitened,0.3,tanh,adam,100,10,24.88401945
12,whitened,0.3,tanh,adam,100,10,24.25663933
1,whitened,0.3,sigmoid,adam,100,10,35.36482881
2,whitened,0.3,sigmoid,adam,100,10,34.44713643
3,whitened,0.3,sigmoid,adam,100,10,32.54636885
4,whitened,0.3,sigmoid,adam,100,10,32.77893112
5,whitened,0.3,sigmoid,adam,100,10,33.16190213
6,whitened,0.3,sigmoid,adam,100,10,32.07931855
7,whitened,0.3,sigmoid,adam,100,10,32.26722978
8,whitened,0.3,sigmoid,adam,100,10,31.07538384
9,whitened,0.3,sigmoid,adam,100,10,29.52611205
10,whitened,0.3,sigmoid,adam,100,10,29.88000825
11,whitened,0.3,sigmoid,adam,100,10,30.32947736
12,whitened,0.3,sigmoid,adam,100,10,27.56765908
1,whitened,0.3,exponential,adam,100,10,25.87880029
2,whitened,0.3,exponential,adam,100,10,26.45127713
3,whitened,0.3,exponential,adam,100,10,24.65625371
4,whitened,0.3,exponential,adam,100,10,24.03841563
5,whitened,0.3,exponential,adam,100,10,18.74436288
6,whitened,0.3,exponential,adam,100,10,24.30247688
7,whitened,0.3,exponential,adam,100,10,118.5494989
8,whitened,0.3,exponential,adam,100,10,33.06742623
9,whitened,0.3,exponential,adam,100,10,26.38621017
10,whitened,0.3,exponential,adam,100,10,18.05497551
11,whitened,0.3,exponential,adam,100,10,550.5129286
12,whitened,0.3,exponential,adam,100,10,43.32557221
1,whitened,0.3,elu,adam,100,10,28.45388689
2,whitened,0.3,elu,adam,100,10,30.10977991
3,whitened,0.3,elu,adam,100,10,26.37628942
4,whitened,0.3,elu,adam,100,10,24.14376876
5,whitened,0.3,elu,adam,100,10,27.05847424
6,whitened,0.3,elu,adam,100,10,21.39125874
7,whitened,0.3,elu,adam,100,10,26.40334423
8,whitened,0.3,elu,adam,100,10,21.9902731
9,whitened,0.3,elu,adam,100,10,23.06075297
10,whitened,0.3,elu,adam,100,10,21.27455277
11,whitened,0.3,elu,adam,100,10,21.07688098
12,whitened,0.3,elu,adam,100,10,21.11919426
1,whitened,0.3,linear,adam,100,10,31.80536722
2,whitened,0.3,linear,adam,100,10,34.91397828
3,whitened,0.3,linear,adam,100,10,31.56728378
4,whitened,0.3,linear,adam,100,10,31.5952414
5,whitened,0.3,linear,adam,100,10,31.98619918
6,whitened,0.3,linear,adam,100,10,32.15010934
7,whitened,0.3,linear,adam,100,10,31.59973591
8,whitened,0.3,linear,adam,100,10,29.69661595
9,whitened,0.3,linear,adam,100,10,28.85801847
10,whitened,0.3,linear,adam,100,10,29.19855846
11,whitened,0.3,linear,adam,100,10,29.04819117
12,whitened,0.3,linear,adam,100,10,26.10767548
1,whitened,0.3,relu,nadam,100,10,26.89095392
2,whitened,0.3,relu,nadam,100,10,25.02411115
3,whitened,0.3,relu,nadam,100,10,22.11803778
4,whitened,0.3,relu,nadam,100,10,19.91121265
5,whitened,0.3,relu,nadam,100,10,17.81731407
6,whitened,0.3,relu,nadam,100,10,20.0339174
7,whitened,0.3,relu,nadam,100,10,17.59163894
8,whitened,0.3,relu,nadam,100,10,17.51322174
9,whitened,0.3,relu,nadam,100,10,18.92177529
10,whitened,0.3,relu,nadam,100,10,18.08898361
11,whitened,0.3,relu,nadam,100,10,16.54857573
12,whitened,0.3,relu,nadam,100,10,16.69160449
1,whitened,0.3,tanh,nadam,100,10,28.08581227
2,whitened,0.3,tanh,nadam,100,10,25.82559089
3,whitened,0.3,tanh,nadam,100,10,24.43359074
4,whitened,0.3,tanh,nadam,100,10,24.1160849
5,whitened,0.3,tanh,nadam,100,10,23.9345806
6,whitened,0.3,tanh,nadam,100,10,23.48234157
7,whitened,0.3,tanh,nadam,100,10,18.38995868
8,whitened,0.3,tanh,nadam,100,10,18.90175322
9,whitened,0.3,tanh,nadam,100,10,17.62571621
10,whitened,0.3,tanh,nadam,100,10,17.2457554
11,whitened,0.3,tanh,nadam,100,10,18.9850755
12,whitened,0.3,tanh,nadam,100,10,18.3541967
1,whitened,0.3,sigmoid,nadam,100,10,29.51208933
2,whitened,0.3,sigmoid,nadam,100,10,27.29581738
3,whitened,0.3,sigmoid,nadam,100,10,25.15015627
4,whitened,0.3,sigmoid,nadam,100,10,24.96274632
5,whitened,0.3,sigmoid,nadam,100,10,24.57554391
6,whitened,0.3,sigmoid,nadam,100,10,23.22141632
7,whitened,0.3,sigmoid,nadam,100,10,23.88686092
8,whitened,0.3,sigmoid,nadam,100,10,21.62290583
9,whitened,0.3,sigmoid,nadam,100,10,21.9332769
10,whitened,0.3,sigmoid,nadam,100,10,21.8294682
11,whitened,0.3,sigmoid,nadam,100,10,21.92506642
12,whitened,0.3,sigmoid,nadam,100,10,20.27944244
